timestamp,EEG1,EEG2,EEG3,EEG4,EOG
0.464000,7.738668,-6.633176,-0.146152,7.072817,39.833166
0.468000,6.187214,-6.250888,0.768649,6.424382,39.335464
0.472000,4.074728,-5.296858,1.898404,4.786032,38.757787
0.476000,1.624127,-4.058585,3.302952,2.392786,38.107622
0.480000,-0.850315,-2.805028,4.877499,-0.334832,37.392434
0.484000,-3.014246,-1.708407,6.362999,-2.916942,36.619254
0.488000,-4.590827,-0.803993,7.416227,-4.957958,35.794654
0.492000,-5.422964,0.000424,7.717850,-6.256041,34.924579
0.496000,-5.503077,0.869765,7.080546,-6.838719,34.014468
0.500000,-4.962789,1.960305,5.519307,-6.916056,33.068901
0.504000,-4.025622,3.341371,3.259177,-6.769491,32.091818
0.508000,-2.937588,4.945074,0.676380,-6.622958,31.086479
0.512000,-1.896575,6.564020,-1.807527,-6.545323,30.055508
0.516000,-1.001514,7.898002,-3.842311,-6.424016,29.001211
0.520000,-0.235641,8.636991,-5.239369,-6.018778,27.925304
0.524000,0.511627,8.552719,-6.003457,-5.074222,26.829355
0.528000,1.391715,7.571193,-6.298991,-3.447374,25.714732
0.532000,2.529525,5.802075,-6.363978,-1.199329,24.583087
0.536000,3.963359,3.514465,-6.404260,1.387897,23.436034
0.540000,5.611602,1.067590,-6.506460,3.877400,22.275623
0.544000,7.276231,-1.183636,-6.601574,5.803783,21.104308
0.548000,8.684554,-2.977793,-6.492423,6.816125,19.925045
0.552000,9.556491,-4.203689,-5.935044,6.783794,18.741580
0.556000,9.680058,-4.909114,-4.744404,5.828010,17.558096
0.560000,8.970268,-5.258254,-2.885976,4.267399,16.379479
0.564000,7.496601,-5.455538,-0.519027,2.499212,15.211201
0.568000,5.469246,-5.660467,2.025867,0.861968,14.059211
0.572000,3.189361,-5.923057,4.328571,-0.469806,12.930075
0.576000,0.974570,-6.161446,5.995858,-1.520044,11.830435
0.580000,-0.915346,-6.189152,6.770990,-2.463586,10.767171
0.584000,-2.334370,-5.783519,6.601646,-3.518386,9.747021
0.588000,-3.270311,-4.772068,5.643104,-4.820437,8.776735
0.592000,-3.826921,-3.108324,4.196267,-6.333059,7.862412
0.596000,-4.171559,-0.910902,2.603427,-7.827979,7.009656
0.600000,-4.467429,1.548085,1.138052,-8.947343,6.223244
0.604000,-4.810610,3.903503,-0.073131,-9.324657,5.507009
0.608000,-5.191995,5.787537,-1.069152,-8.720794,4.863803
0.612000,-5.495512,6.924827,-2.010846,-7.121650,4.295167
0.616000,-5.533657,7.199625,-3.090189,-4.761258,3.801426
0.620000,-5.109841,6.677029,-4.428166,-2.058865,3.381594
0.624000,-4.088282,5.571497,-5.999185,0.506387,3.033376
0.628000,-2.450258,4.173859,-7.610416,2.538639,2.753281
0.632000,-0.318707,2.759652,-8.946809,3.835487,2.536583
0.636000,2.056771,1.510196,-9.665170,4.424173,2.377544
0.640000,4.351386,0.469793,-9.507477,4.513358,2.269500
0.644000,6.239428,-0.446975,-8.392371,4.383178,2.205123
0.648000,7.470544,-1.402408,-6.453560,4.255703,2.176566
0.652000,7.925405,-2.555176,-4.009975,4.198203,2.175691
0.656000,7.636457,-3.980771,-1.478066,4.096571,2.194352
0.660000,6.767855,-5.619948,0.745422,3.708806,2.224551
0.664000,5.561603,-7.273468,2.389656,2.778539,2.258743
0.668000,4.265197,-8.647645,3.371523,1.161986,2.289974
0.672000,3.063516,-9.434869,3.791085,-1.080324,2.312134
0.676000,2.034536,-9.406002,3.866739,-3.666620,2.320065
0.680000,1.141052,-8.483703,3.833147,-6.158839,2.309714
0.684000,0.260306,-6.773621,3.841213,-8.091191,2.278205
0.688000,-0.757862,-4.542472,3.895327,-9.111254,2.223889
0.692000,-2.023600,-2.150013,3.851276,-9.087140,2.146333
0.696000,-3.552014,0.045180,3.475379,-8.138271,2.046304
0.700000,-5.236465,1.775147,2.543654,-6.581640,1.925665
0.704000,-6.861937,2.922540,0.944486,-4.812919,1.787270
0.708000,-8.153274,3.530150,-1.252541,-3.169252,1.634772
0.712000,-8.846047,3.761244,-3.788119,-1.824200,1.472515
0.716000,-8.759389,3.823546,-6.270782,-0.752933,1.305246
0.720000,-7.849141,3.884085,-8.280402,0.219595,1.137981
0.724000,-6.225553,4.002757,-9.487106,1.311004,0.975748
0.728000,-4.130613,4.107556,-9.741662,2.656503,0.823342
0.732000,-1.879836,4.019563,-9.109669,4.218764,0.685184
0.736000,0.212797,3.519873,-7.838039,5.767924,0.565097
0.740000,1.908296,2.435089,-6.265910,6.944346,0.466149
0.744000,3.090959,0.714383,-4.712129,7.380139,0.390515
0.748000,3.779898,-1.529686,-3.378229,6.834357,0.339409
0.752000,4.102013,-4.030739,-2.300095,5.291219,0.313008
0.756000,4.234432,-6.426252,-1.364362,2.983505,0.310457
0.760000,4.335726,-8.348953,-0.380315,0.329595,0.329874
0.764000,4.486595,-9.520432,0.817581,-2.191883,0.368448
0.768000,4.659129,-9.820706,2.277869,-4.185589,0.422510
0.772000,4.723410,-9.311363,3.883871,-5.448812,0.487734
0.776000,4.490041,-8.206215,5.368351,-6.007590,0.559204
0.780000,3.775924,-6.798690,6.388711,-6.069886,0.631732
0.784000,2.472316,-5.371051,6.635905,-5.914211,0.699932
0.788000,0.594823,-4.113318,5.940543,-5.761194,0.758547
0.792000,-1.700095,-3.078915,4.338779,-5.676450,0.802577
0.796000,-4.140198,-2.189113,2.073729,-5.544057,0.827496
0.800000,-6.395002,-1.284253,-0.468134,-5.120755,0.829480
0.804000,-8.152924,-0.203388,-2.865928,-4.148987,0.805483
0.808000,-9.193855,1.135246,-4.779974,-2.483995,0.753448
0.812000,-9.437980,2.680781,-6.037578,-0.186073,0.672347
0.816000,-8.957111,4.242903,-6.660336,2.462910,0.562256
0.820000,-7.945583,5.534255,-6.824549,5.024592,0.424368
0.824000,-6.659782,6.250114,-6.772141,7.032124,0.260954
0.828000,-5.344710,6.160563,-6.704720,8.131973,0.075294
0.832000,-4.169459,5.184909,-6.699613,8.190476,-0.128385
0.836000,-3.189746,3.424812,-6.678386,7.325501,-0.345138
0.840000,-2.348291,1.144420,-6.439251,5.852303,-0.569372
0.844000,-1.512194,-1.296353,-5.741612,4.164789,-0.795152
0.848000,-0.534900,-3.534946,-4.411850,2.598921,-1.016247
0.852000,0.677506,-5.297970,-2.432117,1.326940,-1.226552
0.856000,2.116267,-6.461194,0.021753,0.323333,-1.420126
0.860000,3.651949,-7.062824,2.608104,-0.587213,-1.591523
0.864000,5.055918,-7.264791,4.905916,-1.622451,-1.735908
0.868000,6.054735,-7.278229,6.530903,-2.916727,-1.849252
0.872000,6.403808,-7.277455,7.244133,-4.431752,-1.928512
0.876000,5.956496,-7.332232,7.014306,-5.936439,-1.971676
0.880000,4.710003,-7.380502,6.014941,-7.069802,-1.977872
0.884000,2.813884,-7.251145,4.558024,-7.462002,-1.947386
0.888000,0.537751,-6.728704,2.986937,-6.870575,-1.881644
0.892000,-1.792728,-5.639218,1.567814,-5.278289,-1.783171
0.896000,-3.872873,-3.927444,0.415474,-2.916500,-1.655466
0.900000,-5.488120,-1.699632,-0.520619,-0.202598,-1.502910
0.904000,-6.554432,0.783161,-1.406995,2.385147,-1.330585
0.908000,-7.122123,3.162284,-2.433814,4.451595,-1.144101
0.912000,-7.339176,5.070650,-3.713149,5.793598,-0.949345
0.916000,-7.389781,6.226966,-5.207051,6.436623,-0.752348
0.920000,-7.425169,6.507254,-6.712624,6.587331,-0.558978
0.924000,-7.509472,5.969653,-7.910846,6.522908,-0.374818
0.928000,-7.596314,4.826886,-8.464631,6.462174,-0.204910
0.932000,-7.543961,3.375118,-8.130852,6.469039,-0.053576
0.936000,-7.164080,1.902891,-6.848474,6.426003,0.075701
0.940000,-6.289908,0.609216,-4.771449,6.088198,0.180400
0.944000,-4.841327,-0.443769,-2.233003,5.196779,0.259062
0.948000,-2.868437,-1.328131,0.345999,3.606364,0.311312
0.952000,-0.558058,-2.200763,2.574867,1.376393,0.337865
0.956000,1.798888,-3.224787,4.197315,-1.211248,0.340483
0.960000,3.871595,-4.488012,5.147171,-3.717646,0.321876
0.964000,5.367300,-5.948501,5.539378,-5.674965,0.285626
0.968000,6.099706,-7.424681,5.599990,-6.728695,0.235970
0.972000,6.030032,-8.635703,5.562964,-6.743733,0.177700
0.976000,5.268219,-9.280032,5.571788,-5.836222,0.115889
0.980000,4.035660,-9.127081,5.620704,-4.319825,0.055779
0.984000,2.599221,-8.092919,5.558106,-2.586930,0.002449
0.988000,1.197623,-6.275102,5.149747,-0.971876,-0.039278
0.992000,-0.018643,-3.935010,4.179378,0.354199,-0.065121
0.996000,-1.016966,-1.432903,2.550245,1.416975,-0.071460
1.000000,-1.873640,0.865613,0.349095,2.392707,-0.055504
1.004000,-2.729613,2.681244,-2.150815,3.498505,-0.015424
1.008000,-3.725532,3.883540,-4.551730,4.868456,0.049583
1.012000,-4.937745,4.505813,-6.438683,6.463000,0.139242
1.016000,-6.333636,4.708594,-7.495821,8.049762,0.252179
1.020000,-7.762880,4.706254,-7.594401,9.266187,0.386003
1.024000,-8.986698,4.680334,-6.820339,9.740729,0.537341
1.028000,-9.738177,4.710369,-5.435221,9.229197,0.701993
1.032000,-9.796002,4.744216,-3.784062,7.712813,0.875037
1.036000,-9.050123,4.618570,-2.181878,5.421541,1.051026
1.040000,-7.539309,4.121748,-0.819686,2.771830,1.224221
1.044000,-5.449936,3.079126,0.278874,0.241184,1.388720
1.048000,-3.074719,1.430905,1.236354,-1.775514,1.538779
1.052000,-0.744581,-0.722602,2.244892,-3.074644,1.668886
1.056000,1.249758,-3.126572,3.464165,-3.681116,1.774124
1.060000,2.721426,-5.426080,4.931626,-3.800346,1.850229
1.064000,3.620108,-7.254459,6.518538,-3.708269,1.893828
1.068000,4.025949,-8.328195,7.950713,-3.622083,1.902518
1.072000,4.105886,-8.519120,8.886704,-3.604090,1.874996
1.076000,4.048084,-7.881978,9.028622,-3.535115,1.811094
1.080000,3.994262,-6.628358,8.225614,-3.168785,1.711803
1.084000,3.990844,-5.056884,6.534588,-2.244958,1.579219
1.088000,3.973754,-3.462501,4.216415,-0.617464,1.416545
1.092000,3.791598,-2.052706,1.666516,1.654473,1.227869
1.096000,3.260375,-0.898564,-0.695439,4.289180,1.018139
1.100000,2.231937,0.065167,-2.540841,6.847400,0.792897
1.104000,0.656105,0.992779,-3.714149,8.860492,0.558152
1.108000,-1.383325,2.049014,-4.253217,9.972236,0.320167
1.112000,-3.671831,3.328187,-4.345844,10.046446,0.085158
1.116000,-5.904543,4.796951,-4.237182,9.197599,-0.140799
1.120000,-7.755849,6.282608,-4.124085,7.737363,-0.352088
1.124000,-8.956293,7.511139,-4.074352,6.056641,-0.543669
1.128000,-9.356246,8.184163,-4.000282,4.488493,-0.711269
1.132000,-8.958441,8.070597,-3.695937,3.202826,-0.851562
1.136000,-7.909621,7.083267,-2.924617,2.172945,-0.962233
1.140000,-6.454349,5.315404,-1.524712,1.222510,-1.042059
1.144000,-4.866044,3.025768,0.504801,0.134472,-1.090934
1.148000,-3.373309,0.573912,2.972161,-1.224722,-1.109856
1.152000,-2.105775,-1.671203,5.525599,-2.814463,-1.100903
1.156000,-1.072275,-3.424869,7.743719,-4.401252,-1.067072
1.160000,-0.178754,-4.550468,9.252906,-5.620908,-1.012219
1.164000,0.721410,-5.076370,9.832176,-6.100181,-0.940857
1.168000,1.760869,-5.161953,9.471411,-5.593306,-0.858004
1.172000,2.996870,-5.024607,8.362160,-4.079822,-0.768925
1.176000,4.373893,-4.853067,6.826289,-1.788329,-0.679008
1.180000,5.722742,-4.736681,5.207854,0.865664,-0.593481
1.184000,6.798404,-4.633418,3.764901,3.405098,-0.517211
1.188000,7.344441,-4.387672,2.600129,5.435427,-0.454564
1.192000,7.166569,-3.791873,1.651758,6.752914,-0.409163
1.196000,6.192814,-2.670726,0.747733,7.381575,-0.383808
1.200000,4.502955,-0.960375,-0.299489,7.525740,-0.380321
1.204000,2.317163,1.245461,-1.592796,7.459932,-0.399490
1.208000,-0.052953,3.698082,-3.082024,7.399883,-0.441037
1.212000,-2.277144,6.046325,-4.554282,7.406021,-0.503614
1.216000,-4.083180,7.924328,-5.687927,7.357652,-0.584875
1.220000,-5.314406,9.046147,-6.152365,7.006811,-0.681539
1.224000,-5.955281,9.279898,-5.720097,6.092225,-0.789512
1.228000,-6.114577,8.676639,-4.350776,4.466633,-0.904090
1.232000,-5.975533,7.446555,-2.217708,2.188689,-1.020069
1.236000,-5.727519,5.890944,0.332124,-0.459567,-1.131997
1.240000,-5.500395,4.310387,2.874579,-3.038756,-1.234346
1.244000,-5.322220,2.920815,5.026112,-5.079230,-1.321787
1.248000,-5.112275,1.802078,6.545217,-6.223858,-1.389314
1.252000,-4.711955,0.895633,7.383385,-6.334774,-1.432530
1.256000,-3.944354,0.050175,7.669746,-5.524702,-1.447728
1.260000,-2.682538,-0.901186,7.637605,-4.103878,-1.432143
1.264000,-0.907260,-2.058926,7.519743,-2.461554,-1.383978
1.268000,1.265775,-3.398564,7.451689,-0.929033,-1.302550
1.272000,3.597362,-4.756393,7.417776,0.324776,-1.188291
1.276000,5.773594,-5.865266,7.259264,1.327346,-1.042785
1.280000,7.478875,-6.430526,6.741966,2.255024,-0.868679
1.284000,8.471311,-6.220689,5.658192,3.325306,-0.669638
1.288000,8.640513,-5.145287,3.925976,4.671064,-0.450181
1.292000,8.030566,-3.293688,1.649368,6.250623,-0.215639
1.296000,6.822382,-0.921185,-0.885035,7.829123,0.028191
1.300000,5.280338,1.612758,-3.274443,9.041022,0.275093
1.304000,3.679401,3.936714,-5.109559,9.511393,0.518771
1.308000,2.234769,5.760566,-6.089958,8.992644,0.752964
1.312000,1.052997,6.941235,-6.107099,7.463023,0.971697
1.316000,0.119079,7.502519,-5.267133,5.149663,1.169538
1.320000,-0.677317,7.602373,-3.845852,2.467020,1.341697
1.324000,-1.486484,7.460960,-2.192945,-0.108756,1.484277
1.328000,-2.430953,7.274084,-0.618801,-2.182848,1.594330
1.332000,-3.548011,7.140756,0.696362,-3.551376,1.669985
1.336000,-4.759862,7.028980,1.741367,-4.237771,1.710516
1.340000,-5.881619,6.791071,2.647285,-4.445301,1.716333
1.344000,-6.665762,6.223478,3.607787,-4.446939,1.688973
1.348000,-6.870398,5.150452,4.776102,-4.456875,1.631023
1.352000,-6.331331,3.503703,6.178179,-4.533827,1.546003
1.356000,-5.016022,1.370532,7.673823,-4.555425,1.438263
1.360000,-3.043997,-1.006640,8.982282,-4.272237,1.312755
1.364000,-0.665600,-3.281209,9.764631,-3.421469,1.174904
1.368000,1.793410,-5.087867,9.734605,-1.855157,1.030364
1.372000,4.008396,-6.139019,8.760288,0.368587,0.884827
1.376000,5.729707,-6.298852,6.919569,2.967902,0.743757
1.380000,6.834151,-5.614748,4.489890,5.503142,0.612262
1.384000,7.340437,-4.295821,1.875245,7.503681,0.494858
1.388000,7.384418,-2.645168,-0.507343,8.611236,0.395293
1.392000,7.162693,-0.969359,-2.341266,8.686494,0.316447
1.396000,6.862645,0.507419,-3.487708,7.840801,0.260201
1.400000,6.600327,1.696610,-4.001268,6.382319,0.227389
1.404000,6.384914,2.649860,-4.080434,4.698955,0.217771
1.408000,6.120233,3.515656,-3.973099,3.120694,0.230041
1.412000,5.643000,4.462695,-3.870764,1.815175,0.261902
1.416000,4.786019,5.597610,-3.831538,0.754057,0.310140
1.420000,3.445465,6.904773,-3.758636,-0.239493,0.370794
1.424000,1.633306,8.229427,-3.442510,-1.382312,0.439282
1.428000,-0.504426,9.311876,-2.651042,-2.807064,0.510579
1.432000,-2.707846,9.860868,-1.234978,-4.471202,0.579487
1.436000,-4.659375,9.644795,0.790341,-6.138593,0.640741
1.440000,-6.058039,8.570074,3.217041,-7.441684,0.689314
1.444000,-6.693585,6.721586,5.684186,-8.004276,0.720558
1.448000,-6.496461,4.351498,7.771416,-7.577011,0.730455
1.452000,-5.551676,1.818488,9.116235,-6.136461,0.715719
1.456000,-4.071347,-0.503659,9.516670,-3.908151,0.673979
1.460000,-2.335508,-2.319267,8.983557,-1.305710,0.603879
1.464000,-0.616721,-3.479667,7.725988,1.195290,0.505134
1.468000,0.886742,-4.003753,6.075310,3.200435,0.378566
1.472000,2.093187,-4.047960,4.374837,4.505845,0.226103
1.476000,3.041102,-3.835226,2.874060,5.134088,0.050668
1.480000,3.855344,-3.568425,1.663278,5.287432,-0.143797
1.484000,4.687094,-3.356140,0.669941,5.237501,-0.352604
1.488000,5.647028,-3.176373,-0.282889,5.197019,-0.570363
1.492000,6.752029,-2.889502,-1.380222,5.223013,-0.791262
1.496000,7.903018,-2.296212,-2.715097,5.191329,-1.009173
1.500000,8.902173,-1.220267,-4.225299,4.851214,-1.217943
1.504000,9.503418,0.411031,-5.688518,3.938620,-1.411604
1.508000,9.483279,2.516701,-6.781026,2.304627,-1.584530
1.512000,8.710028,4.861112,-7.179899,0.006614,-1.731723
1.516000,7.191109,7.101578,-6.673629,-2.673146,-1.848879
1.520000,5.083785,8.874611,-5.242452,-5.294824,-1.932665
1.524000,2.664950,9.890595,-3.079276,-7.387040,-1.980746
1.528000,0.268625,10.009982,-0.543191,-8.590404,-1.991912
1.532000,-1.790888,9.276590,1.938831,-8.763865,-1.966096
1.536000,-3.290453,7.897977,3.991688,-8.017136,-1.904396
1.540000,-4.142288,6.179225,5.389215,-6.656963,-1.809009
1.544000,-4.399419,4.432471,6.100396,-5.069254,-1.683181
1.548000,-4.222473,2.889876,6.268528,-3.582529,-1.531029
1.552000,-3.818332,1.648935,6.133436,-2.363360,-1.357503
1.556000,-3.369594,0.664537,5.926046,-1.382505,-1.168058
1.560000,-2.976665,-0.208698,5.773705,-0.462812,-0.968592
1.564000,-2.629679,-1.141451,5.650722,0.612747,-0.765118
1.568000,-2.218484,-2.246228,5.391785,1.976329,-0.563644
1.572000,-1.578010,-3.516156,4.763378,3.584294,-0.369921
1.576000,-0.553220,-4.805960,3.566908,5.199264,-0.189198
1.580000,0.934664,-5.863202,1.735595,6.452479,-0.026120
1.584000,2.843073,-6.400471,-0.609971,6.965994,0.115527
1.588000,4.997616,-6.186064,-3.170109,6.488649,0.232833
1.592000,7.121863,-5.123293,-5.538191,4.995407,0.323965
1.596000,8.899177,-3.292746,-7.311490,2.710937,0.388156
1.600000,10.048515,-0.942914,-8.205536,0.047335,0.425734
1.604000,10.394242,1.568575,-8.132671,-2.520640,0.438101
1.608000,9.908760,3.865263,-7.218785,-4.598419,0.427641
1.612000,8.716543,5.647017,-5.753150,-5.981711,0.397665
1.616000,7.057822,6.759102,-4.089497,-6.692832,0.352186
1.620000,5.223387,7.215758,-2.532815,-6.932859,0.295846
1.624000,3.479359,7.171739,-1.251686,-6.972061,0.233640
1.628000,2.003824,6.852747,-0.245165,-7.021390,0.170765
1.632000,0.852458,6.468433,0.626126,-7.136264,0.112422
1.636000,-0.036102,6.137009,1.556634,-7.190946,0.063525
1.640000,-0.799503,5.846531,2.692920,-6.932788,0.028596
1.644000,-1.587513,5.465613,4.049321,-6.096894,0.011513
1.648000,-2.497048,4.799030,5.474462,-4.532943,0.015385
1.652000,-3.524157,3.670414,6.681802,-2.298120,0.042400
1.656000,-4.550457,2.002843,7.335460,0.325894,0.093747
1.660000,-5.368160,-0.129658,7.161861,2.898702,0.169545
1.664000,-5.736510,-2.497609,6.048195,4.948079,0.268829
1.668000,-5.453935,-4.763408,4.093050,6.113549,0.389571
1.672000,-4.423400,-6.564967,1.590240,6.252785,0.528775
1.676000,-2.692138,-7.610953,-1.049471,5.473756,0.682533
1.680000,-0.452722,-7.758153,-3.412182,4.081590,0.846190
1.684000,1.995961,-7.046780,-5.194114,2.460572,1.014498
1.688000,4.316175,-5.682701,-6.273788,0.937768,1.181850
1.692000,6.209674,-3.972709,-6.722107,-0.321318,1.342405
1.696000,7.483366,-2.234172,-6.748052,-1.346957,1.490395
1.700000,8.085833,-0.707489,-6.601282,-2.316653,1.620260
1.704000,8.103630,0.501650,-6.467658,-3.447307,1.726890
1.708000,7.719770,1.431467,-6.395447,-4.870274,1.805848
1.712000,7.148066,2.224347,-6.279072,-6.541494,1.853472
1.716000,6.563452,3.052667,-5.905874,-8.222136,1.867075
1.720000,6.049119,4.035043,-5.048965,-9.541899,1.845008
1.724000,5.576343,5.173610,-3.571840,-10.120982,1.786764
1.728000,5.022855,6.332455,-1.506669,-9.706765,1.692984
1.732000,4.223981,7.266600,0.923879,-8.272433,1.565437
1.736000,3.039688,7.692697,3.350225,-6.041267,1.406992
